image,true_class,predicted_class,confidence,second_prediction,third_prediction,full_path
00000020.jpg,Nagori,Ongole,0.1039,Tharparkar (0.0965),Khillari (0.0845),./data/test\Nagori\00000020.jpg
00000023.jpg,Nagori,Tharparkar,0.2121,Ongole (0.1592),Hariana (0.1221),./data/test\Nagori\00000023.jpg
00000044.jpg,Nagori,Tharparkar,0.1011,Hariana (0.1005),Khillari (0.0945),./data/test\Nagori\00000044.jpg
00000125.png,Nagori,Umblachery,0.1225,Kenkatha (0.1009),Kankrej (0.0726),./data/test\Nagori\00000125.png
00000146.jpg,Nagori,Hallikar,0.1396,Kankrej (0.1045),Nagori (0.0832),./data/test\Nagori\00000146.jpg
00000157.jpg,Nagori,Khillari,0.1223,Ongole (0.1043),Kankrej (0.0914),./data/test\Nagori\00000157.jpg
Screenshot (1059).png,Nagori,Hariana,0.101,Ongole (0.0927),Deoni (0.0917),./data/test\Nagori\Screenshot (1059).png
Screenshot (1060).png,Nagori,Amritmahal,0.144,Kankrej (0.1004),Pulikulam (0.0743),./data/test\Nagori\Screenshot (1060).png
Screenshot (1062).png,Nagori,Pulikulam,0.093,Amritmahal (0.0893),Kangayam (0.0773),./data/test\Nagori\Screenshot (1062).png
Screenshot (1063).png,Nagori,Pulikulam,0.1048,Amritmahal (0.0998),Kankrej (0.0920),./data/test\Nagori\Screenshot (1063).png
Screenshot (1073).png,Nagori,Surti,0.0613,Kankrej (0.0567),Rathi (0.0483),./data/test\Nagori\Screenshot (1073).png
Screenshot (1090).png,Nagori,Khillari,0.0867,Hallikar (0.0675),Nagori (0.0656),./data/test\Nagori\Screenshot (1090).png
Screenshot (1092).png,Nagori,Khillari,0.0892,Hallikar (0.0791),Deoni (0.0631),./data/test\Nagori\Screenshot (1092).png
Nagpuri_101.jpg,Nagpuri,Banni,0.0615,Malnad_gidda (0.0489),Holstein_Friesian (0.0481),./data/test\Nagpuri\Nagpuri_101.jpg
Nagpuri_107.jpg,Nagpuri,Toda,0.1149,Bhadawari (0.0716),Alambadi (0.0483),./data/test\Nagpuri\Nagpuri_107.jpg
Nagpuri_11.jpg,Nagpuri,Bhadawari,0.1525,Murrah (0.1101),Surti (0.0731),./data/test\Nagpuri\Nagpuri_11.jpg
Nagpuri_111.jpg,Nagpuri,Murrah,0.1356,Banni (0.1256),Nili_Ravi (0.0915),./data/test\Nagpuri\Nagpuri_111.jpg
Nagpuri_118.jpg,Nagpuri,Vechur,0.1388,Sahiwal (0.0727),Gir (0.0688),./data/test\Nagpuri\Nagpuri_118.jpg
Nagpuri_128.jpg,Nagpuri,Banni,0.0672,Alambadi (0.0657),Holstein_Friesian (0.0554),./data/test\Nagpuri\Nagpuri_128.jpg
Nagpuri_136.jpg,Nagpuri,Pulikulam,0.1286,Kangayam (0.0756),Hallikar (0.0716),./data/test\Nagpuri\Nagpuri_136.jpg
Nagpuri_142.jpg,Nagpuri,Banni,0.1194,Nili_Ravi (0.0837),Mehsana (0.0764),./data/test\Nagpuri\Nagpuri_142.jpg
Nagpuri_154.jpg,Nagpuri,Ongole,0.1227,Krishna_Valley (0.0981),Tharparkar (0.0957),./data/test\Nagpuri\Nagpuri_154.jpg
Nagpuri_16.jpg,Nagpuri,Banni,0.1687,Jaffrabadi (0.0931),Nili_Ravi (0.0925),./data/test\Nagpuri\Nagpuri_16.jpg
Nagpuri_161.jpg,Nagpuri,Toda,0.0955,Bhadawari (0.0911),Nagpuri (0.0705),./data/test\Nagpuri\Nagpuri_161.jpg
Nagpuri_169.png,Nagpuri,Murrah,0.0899,Banni (0.0755),Bhadawari (0.0711),./data/test\Nagpuri\Nagpuri_169.png
Nagpuri_18.jpg,Nagpuri,Murrah,0.2383,Nili_Ravi (0.1211),Mehsana (0.1049),./data/test\Nagpuri\Nagpuri_18.jpg
Nagpuri_180.png,Nagpuri,Banni,0.106,Murrah (0.0914),Jaffrabadi (0.0782),./data/test\Nagpuri\Nagpuri_180.png
Nagpuri_191.jpg,Nagpuri,Murrah,0.1722,Banni (0.1083),Jaffrabadi (0.1064),./data/test\Nagpuri\Nagpuri_191.jpg
Nagpuri_193.jpg,Nagpuri,Bhadawari,0.1436,Murrah (0.1096),Nili_Ravi (0.0919),./data/test\Nagpuri\Nagpuri_193.jpg
Nagpuri_196.png,Nagpuri,Jaffrabadi,0.0781,Kangayam (0.0583),Pulikulam (0.0543),./data/test\Nagpuri\Nagpuri_196.png
Nagpuri_24.jpg,Nagpuri,Toda,0.0692,Brown_Swiss (0.0673),Jersey (0.0500),./data/test\Nagpuri\Nagpuri_24.jpg
Nagpuri_25.jpg,Nagpuri,Murrah,0.1375,Bhadawari (0.1067),Jaffrabadi (0.0945),./data/test\Nagpuri\Nagpuri_25.jpg
Nagpuri_39.jpg,Nagpuri,Banni,0.1664,Nili_Ravi (0.1130),Kasargod (0.0863),./data/test\Nagpuri\Nagpuri_39.jpg
Nagpuri_48.jpg,Nagpuri,Jaffrabadi,0.162,Murrah (0.1056),Banni (0.1003),./data/test\Nagpuri\Nagpuri_48.jpg
Nagpuri_51.jpg,Nagpuri,Banni,0.1045,Mehsana (0.0826),Kasargod (0.0704),./data/test\Nagpuri\Nagpuri_51.jpg
Nagpuri_6.jpg,Nagpuri,Banni,0.098,Murrah (0.0915),Nili_Ravi (0.0745),./data/test\Nagpuri\Nagpuri_6.jpg
Nagpuri_65.jpg,Nagpuri,Bargur,0.0581,Vechur (0.0416),Kangayam (0.0383),./data/test\Nagpuri\Nagpuri_65.jpg
Nagpuri_85.jpg,Nagpuri,Banni,0.1525,Jaffrabadi (0.0644),Nili_Ravi (0.0641),./data/test\Nagpuri\Nagpuri_85.jpg
Nagpuri_86.png,Nagpuri,Tharparkar,0.1629,Ongole (0.1460),Hariana (0.1128),./data/test\Nagpuri\Nagpuri_86.png
Nagpuri_90.jpg,Nagpuri,Murrah,0.1726,Nili_Ravi (0.0806),Banni (0.0689),./data/test\Nagpuri\Nagpuri_90.jpg
Nagpuri_99.jpg,Nagpuri,Banni,0.2107,Toda (0.1028),Nagpuri (0.0690),./data/test\Nagpuri\Nagpuri_99.jpg
Nili_Ravi_14.jpg,Nili_Ravi,Jaffrabadi,0.1129,Murrah (0.0968),Surti (0.0781),./data/test\Nili_Ravi\Nili_Ravi_14.jpg
Nili_Ravi_15.jpg,Nili_Ravi,Murrah,0.1362,Jaffrabadi (0.1115),Bhadawari (0.0825),./data/test\Nili_Ravi\Nili_Ravi_15.jpg
Nili_Ravi_2.png,Nili_Ravi,Banni,0.1037,Murrah (0.0907),Nagpuri (0.0718),./data/test\Nili_Ravi\Nili_Ravi_2.png
Nili_Ravi_24.jpg,Nili_Ravi,Kasargod,0.1025,Murrah (0.0966),Nili_Ravi (0.0798),./data/test\Nili_Ravi\Nili_Ravi_24.jpg
Nili_Ravi_25.jpg,Nili_Ravi,Bhadawari,0.1056,Toda (0.0897),Mehsana (0.0635),./data/test\Nili_Ravi\Nili_Ravi_25.jpg
Nili_Ravi_30.jpg,Nili_Ravi,Murrah,0.196,Nili_Ravi (0.1059),Mehsana (0.0807),./data/test\Nili_Ravi\Nili_Ravi_30.jpg
Nili_Ravi_34.jpg,Nili_Ravi,Murrah,0.2669,Banni (0.1819),Nili_Ravi (0.1351),./data/test\Nili_Ravi\Nili_Ravi_34.jpg
Nili_Ravi_50.jpg,Nili_Ravi,Murrah,0.1064,Surti (0.0785),Malnad_gidda (0.0740),./data/test\Nili_Ravi\Nili_Ravi_50.jpg
Nili_Ravi_58.jpg,Nili_Ravi,Banni,0.0629,Bhadawari (0.0627),Murrah (0.0588),./data/test\Nili_Ravi\Nili_Ravi_58.jpg
Nili_Ravi_63.jpg,Nili_Ravi,Banni,0.1332,Nili_Ravi (0.1163),Murrah (0.0831),./data/test\Nili_Ravi\Nili_Ravi_63.jpg
Nili_Ravi_66.jpg,Nili_Ravi,Murrah,0.1358,Nili_Ravi (0.1094),Mehsana (0.0993),./data/test\Nili_Ravi\Nili_Ravi_66.jpg
Nili_Ravi_79.jpg,Nili_Ravi,Banni,0.1404,Mehsana (0.1133),Nili_Ravi (0.1046),./data/test\Nili_Ravi\Nili_Ravi_79.jpg
Nili_Ravi_87.jpg,Nili_Ravi,Kangayam,0.1251,Mehsana (0.1077),Nili_Ravi (0.0985),./data/test\Nili_Ravi\Nili_Ravi_87.jpg
00000009.jpg,Nimari,Ayrshire,0.2054,Guernsey (0.1861),Bargur (0.0966),./data/test\Nimari\00000009.jpg
00000131.jpg,Nimari,Bargur,0.1302,Gir (0.1276),Nimari (0.1160),./data/test\Nimari\00000131.jpg
00000256.jpg,Nimari,Gir,0.1416,Sahiwal (0.1343),Red_Sindhi (0.0899),./data/test\Nimari\00000256.jpg
00000326.jpg,Nimari,Sahiwal,0.1035,Vechur (0.0783),Gir (0.0592),./data/test\Nimari\00000326.jpg
00000387.jpg,Nimari,Rathi,0.4859,Bargur (0.2384),Nimari (0.0685),./data/test\Nimari\00000387.jpg
00000393.jpg,Nimari,Ongole,0.1353,Khillari (0.1174),Deoni (0.1142),./data/test\Nimari\00000393.jpg
Screenshot (1030).png,Nimari,Umblachery,0.0944,Pulikulam (0.0734),Malnad_gidda (0.0701),./data/test\Nimari\Screenshot (1030).png
Screenshot (1031).png,Nimari,Bargur,0.0678,Gir (0.0661),Vechur (0.0653),./data/test\Nimari\Screenshot (1031).png
Screenshot (1037).png,Nimari,Bargur,0.3878,Nimari (0.2639),Rathi (0.0463),./data/test\Nimari\Screenshot (1037).png
Screenshot (1040).png,Nimari,Bargur,0.2122,Nimari (0.1986),Sahiwal (0.0734),./data/test\Nimari\Screenshot (1040).png
Screenshot (1043).png,Nimari,Bargur,0.4812,Nimari (0.1621),Gir (0.0532),./data/test\Nimari\Screenshot (1043).png
Screenshot (1046).png,Nimari,Sahiwal,0.1525,Nimari (0.1407),Red_Sindhi (0.0882),./data/test\Nimari\Screenshot (1046).png
Screenshot (1047).png,Nimari,Bargur,0.4833,Nimari (0.1077),Ayrshire (0.0468),./data/test\Nimari\Screenshot (1047).png
Screenshot (1051).png,Nimari,Bargur,0.3297,Nimari (0.0979),Ayrshire (0.0884),./data/test\Nimari\Screenshot (1051).png
Ongole_11.jpg,Ongole,Hariana,0.112,Ongole (0.1049),Deoni (0.1033),./data/test\Ongole\Ongole_11.jpg
Ongole_119.png,Ongole,Hallikar,0.0868,Alambadi (0.0776),Deoni (0.0733),./data/test\Ongole\Ongole_119.png
Ongole_123.jpg,Ongole,Tharparkar,0.1366,Hariana (0.1310),Ongole (0.0992),./data/test\Ongole\Ongole_123.jpg
Ongole_137.jpg,Ongole,Hariana,0.1923,Tharparkar (0.1409),Ongole (0.1403),./data/test\Ongole\Ongole_137.jpg
Ongole_148.jpg,Ongole,Kankrej,0.1048,Kangayam (0.0750),Pulikulam (0.0708),./data/test\Ongole\Ongole_148.jpg
Ongole_154.jpg,Ongole,Tharparkar,0.0996,Ongole (0.0935),Deoni (0.0870),./data/test\Ongole\Ongole_154.jpg
Ongole_157.jpg,Ongole,Tharparkar,0.1388,Hariana (0.1305),Ongole (0.1195),./data/test\Ongole\Ongole_157.jpg
Ongole_159.jpg,Ongole,Tharparkar,0.1529,Ongole (0.1497),Hariana (0.1435),./data/test\Ongole\Ongole_159.jpg
Ongole_173.jpg,Ongole,Tharparkar,0.1144,Ongole (0.1126),Khillari (0.0768),./data/test\Ongole\Ongole_173.jpg
Ongole_176.jpg,Ongole,Hallikar,0.141,Ongole (0.1121),Nagori (0.0795),./data/test\Ongole\Ongole_176.jpg
Ongole_177.png,Ongole,Kangayam,0.1126,Hallikar (0.0852),Deoni (0.0666),./data/test\Ongole\Ongole_177.png
Ongole_180.jpg,Ongole,Tharparkar,0.1137,Deoni (0.0936),Ongole (0.0781),./data/test\Ongole\Ongole_180.jpg
Ongole_20.png,Ongole,Deoni,0.1054,Khillari (0.1016),Ongole (0.0946),./data/test\Ongole\Ongole_20.png
Ongole_22.png,Ongole,Khillari,0.1376,Deoni (0.1163),Hallikar (0.1153),./data/test\Ongole\Ongole_22.png
Ongole_27.jpg,Ongole,Hallikar,0.1083,Ongole (0.1031),Kangayam (0.0825),./data/test\Ongole\Ongole_27.jpg
Ongole_40.png,Ongole,Khillari,0.0907,Tharparkar (0.0750),Hallikar (0.0683),./data/test\Ongole\Ongole_40.png
Ongole_81.png,Ongole,Tharparkar,0.1431,Ongole (0.1029),Hariana (0.0918),./data/test\Ongole\Ongole_81.png
Ongole_92.png,Ongole,Khillari,0.1401,Ongole (0.0979),Hallikar (0.0958),./data/test\Ongole\Ongole_92.png
Pulikulam_11.png,Pulikulam,Alambadi,0.1036,Kangayam (0.0701),Toda (0.0597),./data/test\Pulikulam\Pulikulam_11.png
Pulikulam_110.jpg,Pulikulam,Kangayam,0.0932,Pulikulam (0.0926),Dangi (0.0554),./data/test\Pulikulam\Pulikulam_110.jpg
Pulikulam_115.png,Pulikulam,Toda,0.0837,Pulikulam (0.0709),Holstein_Friesian (0.0585),./data/test\Pulikulam\Pulikulam_115.png
Pulikulam_116.jpg,Pulikulam,Kankrej,0.1996,Pulikulam (0.0961),Kangayam (0.0791),./data/test\Pulikulam\Pulikulam_116.jpg
Pulikulam_14.jpg,Pulikulam,Kankrej,0.0891,Pulikulam (0.0775),Hallikar (0.0723),./data/test\Pulikulam\Pulikulam_14.jpg
Pulikulam_17.png,Pulikulam,Mehsana,0.1347,Toda (0.1029),Banni (0.0820),./data/test\Pulikulam\Pulikulam_17.png
Pulikulam_25.png,Pulikulam,Hallikar,0.1402,Alambadi (0.0690),Kankrej (0.0624),./data/test\Pulikulam\Pulikulam_25.png
Pulikulam_3.JPG,Pulikulam,Jersey,0.0917,Brown_Swiss (0.0912),Krishna_Valley (0.0586),./data/test\Pulikulam\Pulikulam_3.JPG
Pulikulam_32.png,Pulikulam,Tharparkar,0.1277,Hallikar (0.1162),Hariana (0.1138),./data/test\Pulikulam\Pulikulam_32.png
Pulikulam_33.png,Pulikulam,Deoni,0.1073,Dangi (0.0910),Hariana (0.0832),./data/test\Pulikulam\Pulikulam_33.png
Pulikulam_50.jpg,Pulikulam,Kangayam,0.1558,Pulikulam (0.1108),Kankrej (0.0934),./data/test\Pulikulam\Pulikulam_50.jpg
Pulikulam_52.jpg,Pulikulam,Kankrej,0.1478,Pulikulam (0.1197),Kangayam (0.1047),./data/test\Pulikulam\Pulikulam_52.jpg
Pulikulam_53.jpg,Pulikulam,Malnad_gidda,0.0955,Mehsana (0.0748),Banni (0.0686),./data/test\Pulikulam\Pulikulam_53.jpg
Pulikulam_76.jpg,Pulikulam,Toda,0.1164,Bhadawari (0.0967),Brown_Swiss (0.0966),./data/test\Pulikulam\Pulikulam_76.jpg
Pulikulam_77.jpg,Pulikulam,Kangayam,0.1777,Pulikulam (0.1213),Alambadi (0.0674),./data/test\Pulikulam\Pulikulam_77.jpg
Pulikulam_95.jpg,Pulikulam,Mehsana,0.0593,Bhadawari (0.0569),Holstein_Friesian (0.0532),./data/test\Pulikulam\Pulikulam_95.jpg
00000027.jpg,Rathi,Gir,0.1598,Vechur (0.1468),Sahiwal (0.1454),./data/test\Rathi\00000027.jpg
00000079.png,Rathi,Dangi,0.2788,Rathi (0.2137),Bargur (0.0978),./data/test\Rathi\00000079.png
00000111.jpg,Rathi,Bhadawari,0.0986,Alambadi (0.0584),Mehsana (0.0544),./data/test\Rathi\00000111.jpg
00000134.jpg,Rathi,Dangi,0.5523,Rathi (0.1669),Bargur (0.0883),./data/test\Rathi\00000134.jpg
00000155.jpg,Rathi,Dangi,0.2953,Rathi (0.1239),Ayrshire (0.0903),./data/test\Rathi\00000155.jpg
00000164.jpg,Rathi,Sahiwal,0.1695,Gir (0.1548),Vechur (0.1501),./data/test\Rathi\00000164.jpg
00000197.jpg,Rathi,Bargur,0.2446,Gir (0.1309),Nimari (0.1052),./data/test\Rathi\00000197.jpg
00000222.jpg,Rathi,Bargur,0.3373,Rathi (0.2031),Gir (0.0834),./data/test\Rathi\00000222.jpg
00000257.jpg,Rathi,Ongole,0.0615,Hariana (0.0612),Hallikar (0.0542),./data/test\Rathi\00000257.jpg
00000371.jpg,Rathi,Vechur,0.1325,Sahiwal (0.1188),Gir (0.0996),./data/test\Rathi\00000371.jpg
00000387.jpg,Rathi,Sahiwal,0.1458,Red_Sindhi (0.0897),Gir (0.0837),./data/test\Rathi\00000387.jpg
Screenshot (968).png,Rathi,Khillari,0.0546,Hariana (0.0442),Ongole (0.0434),./data/test\Rathi\Screenshot (968).png
Screenshot (974).png,Rathi,Bargur,0.2372,Gir (0.0934),Rathi (0.0795),./data/test\Rathi\Screenshot (974).png
Screenshot (977).png,Rathi,Bargur,0.2629,Gir (0.0950),Vechur (0.0616),./data/test\Rathi\Screenshot (977).png
Red_Dane_10.jpg,Red_Dane,Jersey,0.1996,Red_Dane (0.1125),Gir (0.0947),./data/test\Red_Dane\Red_Dane_10.jpg
Red_Dane_107.jpg,Red_Dane,Jersey,0.1276,Red_Dane (0.1267),Gir (0.1152),./data/test\Red_Dane\Red_Dane_107.jpg
Red_Dane_111.jpg,Red_Dane,Ayrshire,0.0786,Guernsey (0.0542),Brown_Swiss (0.0430),./data/test\Red_Dane\Red_Dane_111.jpg
Red_Dane_119.jpg,Red_Dane,Jersey,0.1997,Red_Dane (0.0995),Guernsey (0.0979),./data/test\Red_Dane\Red_Dane_119.jpg
Red_Dane_129.jpg,Red_Dane,Jersey,0.1911,Guernsey (0.1122),Brown_Swiss (0.1085),./data/test\Red_Dane\Red_Dane_129.jpg
Red_Dane_135.jpg,Red_Dane,Ayrshire,0.2629,Guernsey (0.1591),Bargur (0.1482),./data/test\Red_Dane\Red_Dane_135.jpg
Red_Dane_138.jpg,Red_Dane,Jersey,0.2597,Guernsey (0.1265),Red_Dane (0.0949),./data/test\Red_Dane\Red_Dane_138.jpg
Red_Dane_14.jpg,Red_Dane,Guernsey,0.1853,Jersey (0.1723),Red_Dane (0.1555),./data/test\Red_Dane\Red_Dane_14.jpg
Red_Dane_145.jpg,Red_Dane,Alambadi,0.0907,Holstein_Friesian (0.0743),Pulikulam (0.0693),./data/test\Red_Dane\Red_Dane_145.jpg
Red_Dane_162.jpg,Red_Dane,Holstein_Friesian,0.1379,Ayrshire (0.0734),Red_Dane (0.0478),./data/test\Red_Dane\Red_Dane_162.jpg
Red_Dane_20.jpg,Red_Dane,Bhadawari,0.1875,Toda (0.1653),Banni (0.0734),./data/test\Red_Dane\Red_Dane_20.jpg
Red_Dane_34.jpg,Red_Dane,Jersey,0.1075,Red_Dane (0.0978),Guernsey (0.0958),./data/test\Red_Dane\Red_Dane_34.jpg
Red_Dane_37.jpg,Red_Dane,Bhadawari,0.1467,Toda (0.1209),Murrah (0.0850),./data/test\Red_Dane\Red_Dane_37.jpg
Red_Dane_41.jpg,Red_Dane,Jersey,0.2372,Brown_Swiss (0.1115),Gir (0.0891),./data/test\Red_Dane\Red_Dane_41.jpg
Red_Dane_47.jpg,Red_Dane,Jersey,0.2412,Red_Dane (0.1404),Guernsey (0.0981),./data/test\Red_Dane\Red_Dane_47.jpg
Red_Dane_49.jpg,Red_Dane,Jersey,0.1284,Red_Dane (0.1247),Guernsey (0.0914),./data/test\Red_Dane\Red_Dane_49.jpg
Red_Dane_52.jpg,Red_Dane,Ayrshire,0.2664,Guernsey (0.2612),Red_Dane (0.1239),./data/test\Red_Dane\Red_Dane_52.jpg
Red_Dane_61.jpg,Red_Dane,Jersey,0.1773,Red_Dane (0.1531),Guernsey (0.1321),./data/test\Red_Dane\Red_Dane_61.jpg
Red_Dane_71.jpg,Red_Dane,Jersey,0.1262,Red_Dane (0.0842),Ayrshire (0.0798),./data/test\Red_Dane\Red_Dane_71.jpg
Red_Dane_81.jpg,Red_Dane,Toda,0.1425,Bhadawari (0.0977),Brown_Swiss (0.0678),./data/test\Red_Dane\Red_Dane_81.jpg
Red_Dane_84.jpg,Red_Dane,Ayrshire,0.0973,Toda (0.0621),Holstein_Friesian (0.0587),./data/test\Red_Dane\Red_Dane_84.jpg
Red_Dane_94.jpg,Red_Dane,Jersey,0.2369,Vechur (0.0927),Red_Dane (0.0897),./data/test\Red_Dane\Red_Dane_94.jpg
Red_Dane_95.jpg,Red_Dane,Guernsey,0.3118,Ayrshire (0.2662),Red_Dane (0.0760),./data/test\Red_Dane\Red_Dane_95.jpg
Red_Dane_99.jpg,Red_Dane,Holstein_Friesian,0.0618,Ayrshire (0.0471),Alambadi (0.0422),./data/test\Red_Dane\Red_Dane_99.jpg
Red_Sindhi_100.jpeg,Red_Sindhi,Vechur,0.0558,Jersey (0.0540),Nimari (0.0464),./data/test\Red_Sindhi\Red_Sindhi_100.jpeg
Red_Sindhi_11.png,Red_Sindhi,Vechur,0.0949,Gir (0.0658),Bargur (0.0567),./data/test\Red_Sindhi\Red_Sindhi_11.png
Red_Sindhi_120.png,Red_Sindhi,Rathi,0.3938,Bargur (0.3251),Dangi (0.0539),./data/test\Red_Sindhi\Red_Sindhi_120.png
Red_Sindhi_121.jpeg,Red_Sindhi,Gir,0.0819,Sahiwal (0.0790),Red_Sindhi (0.0676),./data/test\Red_Sindhi\Red_Sindhi_121.jpeg
Red_Sindhi_125.png,Red_Sindhi,Rathi,0.1877,Bargur (0.0530),Gir (0.0519),./data/test\Red_Sindhi\Red_Sindhi_125.png
Red_Sindhi_126.png,Red_Sindhi,Gir,0.1821,Rathi (0.1818),Sahiwal (0.1210),./data/test\Red_Sindhi\Red_Sindhi_126.png
Red_Sindhi_131.png,Red_Sindhi,Bargur,0.2146,Rathi (0.1551),Gir (0.1422),./data/test\Red_Sindhi\Red_Sindhi_131.png
Red_Sindhi_138.png,Red_Sindhi,Sahiwal,0.0838,Vechur (0.0711),Gir (0.0530),./data/test\Red_Sindhi\Red_Sindhi_138.png
Red_Sindhi_139.png,Red_Sindhi,Gir,0.0904,Vechur (0.0751),Sahiwal (0.0733),./data/test\Red_Sindhi\Red_Sindhi_139.png
Red_Sindhi_141.png,Red_Sindhi,Gir,0.1088,Sahiwal (0.0942),Vechur (0.0529),./data/test\Red_Sindhi\Red_Sindhi_141.png
Red_Sindhi_163.png,Red_Sindhi,Guernsey,0.1161,Jersey (0.1051),Red_Dane (0.0956),./data/test\Red_Sindhi\Red_Sindhi_163.png
Red_Sindhi_164.jpg,Red_Sindhi,Gir,0.1411,Sahiwal (0.1361),Red_Sindhi (0.0945),./data/test\Red_Sindhi\Red_Sindhi_164.jpg
Red_Sindhi_25.png,Red_Sindhi,Sahiwal,0.163,Vechur (0.1174),Gir (0.0996),./data/test\Red_Sindhi\Red_Sindhi_25.png
Red_Sindhi_28.jpg,Red_Sindhi,Gir,0.1312,Sahiwal (0.0814),Red_Dane (0.0716),./data/test\Red_Sindhi\Red_Sindhi_28.jpg
Red_Sindhi_32.jpg,Red_Sindhi,Sahiwal,0.1593,Vechur (0.1341),Gir (0.1323),./data/test\Red_Sindhi\Red_Sindhi_32.jpg
Red_Sindhi_36.jpg,Red_Sindhi,Jersey,0.1574,Gir (0.1490),Red_Dane (0.1069),./data/test\Red_Sindhi\Red_Sindhi_36.jpg
Red_Sindhi_4.JPG,Red_Sindhi,Vechur,0.1672,Sahiwal (0.1391),Gir (0.0996),./data/test\Red_Sindhi\Red_Sindhi_4.JPG
Red_Sindhi_43.jpg,Red_Sindhi,Sahiwal,0.1567,Vechur (0.1053),Gir (0.0921),./data/test\Red_Sindhi\Red_Sindhi_43.jpg
Red_Sindhi_48.jpg,Red_Sindhi,Gir,0.0403,Guernsey (0.0392),Jersey (0.0375),./data/test\Red_Sindhi\Red_Sindhi_48.jpg
Red_Sindhi_5.JPG,Red_Sindhi,Jersey,0.0884,Gir (0.0867),Red_Dane (0.0687),./data/test\Red_Sindhi\Red_Sindhi_5.JPG
Red_Sindhi_53.jpg,Red_Sindhi,Gir,0.1106,Kangayam (0.0626),Malnad_gidda (0.0572),./data/test\Red_Sindhi\Red_Sindhi_53.jpg
Red_Sindhi_57.jpg,Red_Sindhi,Sahiwal,0.1407,Vechur (0.1385),Red_Sindhi (0.1335),./data/test\Red_Sindhi\Red_Sindhi_57.jpg
Red_Sindhi_62.jpg,Red_Sindhi,Sahiwal,0.1173,Vechur (0.0810),Red_Sindhi (0.0772),./data/test\Red_Sindhi\Red_Sindhi_62.jpg
Red_Sindhi_84.jpg,Red_Sindhi,Sahiwal,0.1212,Red_Sindhi (0.0784),Vechur (0.0754),./data/test\Red_Sindhi\Red_Sindhi_84.jpg
Red_Sindhi_98.jpg,Red_Sindhi,Sahiwal,0.0457,Gir (0.0428),Red_Sindhi (0.0365),./data/test\Red_Sindhi\Red_Sindhi_98.jpg
still_BLF2042_BLF2042_2.jpg,Red_Sindhi,Sahiwal,0.0757,Red_Sindhi (0.0530),Vechur (0.0449),./data/test\Red_Sindhi\still_BLF2042_BLF2042_2.jpg
still_BLF2047_BLF2047_2.jpg,Red_Sindhi,Sahiwal,0.0909,Red_Sindhi (0.0713),Vechur (0.0631),./data/test\Red_Sindhi\still_BLF2047_BLF2047_2.jpg
still_BLF2054_BLF2054_1.jpg,Red_Sindhi,Sahiwal,0.0653,Red_Sindhi (0.0571),Malnad_gidda (0.0544),./data/test\Red_Sindhi\still_BLF2054_BLF2054_1.jpg
still_BLF2054_BLF2054_3.jpg,Red_Sindhi,Sahiwal,0.0847,Red_Sindhi (0.0623),Vechur (0.0470),./data/test\Red_Sindhi\still_BLF2054_BLF2054_3.jpg
still_BLF2062_BLF2062_0.jpg,Red_Sindhi,Sahiwal,0.1268,Red_Sindhi (0.0844),Vechur (0.0693),./data/test\Red_Sindhi\still_BLF2062_BLF2062_0.jpg
still_BLF2062_BLF2062_1.jpg,Red_Sindhi,Sahiwal,0.1278,Red_Sindhi (0.0770),Gir (0.0676),./data/test\Red_Sindhi\still_BLF2062_BLF2062_1.jpg
still_BLF2081_BLF2081_3.jpg,Red_Sindhi,Sahiwal,0.1898,Gir (0.0883),Red_Sindhi (0.0875),./data/test\Red_Sindhi\still_BLF2081_BLF2081_3.jpg
still_BLF2115_BLF2115_2.jpg,Red_Sindhi,Sahiwal,0.1255,Red_Sindhi (0.0856),Vechur (0.0671),./data/test\Red_Sindhi\still_BLF2115_BLF2115_2.jpg
still_BLF2146_BLF2146_0.jpg,Red_Sindhi,Sahiwal,0.1596,Red_Sindhi (0.0793),Gir (0.0772),./data/test\Red_Sindhi\still_BLF2146_BLF2146_0.jpg
still_BLF2146_BLF2146_3.jpg,Red_Sindhi,Sahiwal,0.1852,Red_Sindhi (0.0925),Gir (0.0748),./data/test\Red_Sindhi\still_BLF2146_BLF2146_3.jpg
still_BLF2162_BLF2162_2.jpg,Red_Sindhi,Sahiwal,0.1001,Red_Sindhi (0.0656),Gir (0.0593),./data/test\Red_Sindhi\still_BLF2162_BLF2162_2.jpg
still_BLF2178_BLF2178_1.jpg,Red_Sindhi,Sahiwal,0.1393,Red_Sindhi (0.0856),Vechur (0.0704),./data/test\Red_Sindhi\still_BLF2178_BLF2178_1.jpg
still_BLF2185_BLF2185_0.jpg,Red_Sindhi,Sahiwal,0.1634,Red_Sindhi (0.0883),Gir (0.0718),./data/test\Red_Sindhi\still_BLF2185_BLF2185_0.jpg
still_BLF2245_BLF2245_2.jpg,Red_Sindhi,Sahiwal,0.1023,Red_Sindhi (0.0739),Vechur (0.0672),./data/test\Red_Sindhi\still_BLF2245_BLF2245_2.jpg
still_BLF2258_BLF2258_3.jpg,Red_Sindhi,Sahiwal,0.157,Red_Sindhi (0.0950),Gir (0.0850),./data/test\Red_Sindhi\still_BLF2258_BLF2258_3.jpg
still_BLF2296_BLF2296_1.jpg,Red_Sindhi,Sahiwal,0.1128,Red_Sindhi (0.0748),Vechur (0.0679),./data/test\Red_Sindhi\still_BLF2296_BLF2296_1.jpg
